@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'akılcı bir taktikle piyasaya girmiştir zira ta ümraniye nin sınırında kurulmuş bir teknoloji mağazasının yapabileceği en büyük reklamı yapmıştır akşam haberlerde milletin kapısında sabahladığı ve ucuz mal sattığını tüm türkiye ye duyurmuş olacaktır. ayrıca almanya dan bu firmaya aşikar olanlar ucuza sattığı ürünleri 3 5 adetle sınırlı koyup gerisini muadili olan 2 katı fiyatla satma girişiminde bulunduğunu bilirler. tüm bunlara ek olarak yaşanan izdahamı türkiye ye ve türk tüketicisine bağlayanların mantığını anlamak mümkün değildir. ekonominin daha ilk konusu olan arz talep eğrilerinde olan bir kuralı değil türkiye de, gelişmiş dediğimiz ülkelerde de yapsak aynı sonuç alınacaktır ki alınıyordurda.',fiyat
'Bugün kendi şirketimle ilgili ürün desteği için gittiğim mekan. Bugün neler oldu? -Dünyanın hiç bir yerinde bir mağazanın kapıları yüzlerce kişi tarafından kırılıp içeri hucüm edilmemişti, edildi. -Hayatımda hiç gece 4 te gelipte 100-150 ytl indirimli ürün almak için sabahlayan insan görmemiştim, gördüm. -Mağazada promosyonlu cihazlar bittikten sonra duvarlardaki lcdleri sökecek kadar nevri dönmüş insanlar görmemiştim, gördüm. -Mağazaya girip özellikle kadınların satın aldığı ürünleri ellerinden gasp ederek alıp sanki hiç bir şey olmamış gibi mağazada gezen  insan  görmemiştim, gördüm. -Bir mağaza görevlisi  elimizde kalmadı  demesine rağmen deponun kapılarını kırarak içerisindeki ürünleri yağmalayan  insan  görmemiştim, gördüm. -Dünyanın hiç bir yerinde içeri müşteri girmesin diye mecburen müşterin üzerine biber gazı sıkan güvenlik görevlileri görülmemiştir, gördüm. -Turkiye cumhuriyeti polisinin bir mağazanın izdahamı için bir otobüs dolusu nöbet bekleyen çevik kuvvet ekibide ortamı baya renklerdirdi.Çünkü polisi ilk kez özel bir mağazanın güvenliği için mücadele ederken görmüştüm.',fiyat
'saat 07:00 da gidip 07:05 de koşarak geri döndüğümüz mağkıt. öyle aptal bir organizasyonda olay çıkmaması mucizeydi zaten. ilk gün değil her gün ucuz olsa bir nebze çekilir, misal 666 ytl ye satmasın o laptopları da 800 e satsın, yine kapışılır.',fiyat
'durduk yere şöyle bir şey çağrıştırabilmektedir , kapitailst dünyada ; (bkz: wal mart)',yok
'(bkz: yurdum insanının abarttığı şeyler)',yok
'sadece bir günde 800 dizüstü bilgisayar ve 5300 lcd ekran satmış mağaza. (bkz: yuh) daha -haberde belirtilmemiş- bunun mp3 çaları var, divx oynatıcısı var...',urun
'açılışlarını izdihama dönüştürerek en iyi reklamı yapan firma. nitekim Media Markt Ümraniye Genel Müdürü Jan Mitilyan da  ilk gün uygun fiyatlı ürünlerimiz nedeniyle bizim mağazalarımızda izdiham olur. Bugün 7 bin ile 15 bin* kişinin mağazayı ziyaret etmesini bekliyoruz   diyerek de bu olayın ne ilk ne de son olduğunu belitmiş.',fiyat
'kimilerinin bu konuda bile türklere çamur attığı bir açılış yapmış elektronik market. yok sadece buralarda olurmuş böyle rezalet, yok türk milleti görmemişmiş, falanmış filanmış. alınız size polonya dan görüntüler. bizim milletimiz -bir iki kendini bilmez müstesna- en azından mağazayı yıkıp dökmedi. http://www.myvideo.de/watch/484312',yok
'insanların gerçek yüzünü görmemizi sağlayan olaylardan biri daha. bir önceki gün hepsi de sakin, senin benim gibi insanlardı.',yok
'param var diyenden değilde param yok diyenden korkacaksın lafını bize doğrulayan bilişim mağazası.',yok
'haberlerde bir adamın askere uğurlanan genç edasıyla omuzlarda dükkanda atılmasını şaşkınlıklar içinde izlediğim her şeye rağmen iyi reklam yapmış mağaza.',reklam
'görmemiş bir halka sahip oldugumuzun belgelendiren teknoloji magazası. divx player, ipod almak için biber gazı yemeyi göze alan insanların gittiği, polislerin bile görevi unutp alısveriş yaptıgı dükkan. --spoiler-- iSTANBUL - Avrupa da 15 ülkede 600 ün üzerinde mağazası bulunan ve Türkiye de ilk mağazasını Ümraniye de açan elektronik marketi Media Markt ın açılışında, ucuz fiyatlar yüzünden izdiham yaşandı. Saat 08.00 de açılan iki katlı mağazaya girerek açılış için düzenlenen kampanyalı ürünlerden satın almak isteyen binlerce kişi uzun kuyruklar oluşturdu. Köpekli polisler işbaşında Geceden mağaza önüne giden binlerce müşteri sahuru mağaza önünde yaptı. izdiham yaşanmaması için gruplar halinde içeri alınan müşterilere, bir süre sonra dışarı çıkmamaları üzerine görevlilerce biber gazı sıkıldı. Aşırı ilgi nedeniyle mağaza satışlarını geçici olarak durdurdu. Bir grubun içeride alışveriş yaptığı sırada dışarıdakilerin içeri girmemesi amacıyla kapıları kapatılan mağazaya girmek için gelenlerin mağaza dışında oluşturduğu kuyruğa katılmak istemeyen bazı kişilere de köpekli güvenlik görevlilerince müdahale edildi. Bu sırada eğitimli köpeği görüntü almaya çalışan gazetecilere yönelten bir güvenlik görevlisiyle basın mensupları ve vatandaşlar arasında tartışma yaşandı. Polisler de alışveriş yaptı Mağaza yetkilileri, kampanyalı ürün satın almak için mağazaya gelenlerin neden olduğu izdihamı önlemek için başvurdukları tedbirlerin yeterli olmadığını ifade ederek, mağazaya girmek isteyenleri, ürün kalmadığı yönünde anons yapmalarına rağmen ikna edemediklerini söylediler. Bu arada görev yapmaya gelen güvenlik görevlilerinin de alışveriş yaptığı gözlendi. Hatta bir ara,  Güvenlik görevlileri alışveriş yapmayı bırakın da kalabalığı dışarı çıkarın  anonslarının yapıldığı duyuldu. Market izdihamı trafiği de vurdu Öte yandan, şehir dışından gelenlerin de aralarında bulunduğu çok sayıda kişinin otomobilleriyle mağazaya gelmesi yüzünden çevredeki yollarda trafik sıkışıklığı yaşandı. Mağaza önünde trafiğin kilitlenmesi sonucu TEM otoyolunda sabah trafiği durdu. Media Markt açılışında yaşanan izdiham istanbul trafiğine de yansıdı. Alışveriş yapmak için market önünde geceden bekleyişe geçen ve dün sabah binleri bulan vatandaş akını yüzünden Tepeüstü mevki, Şile otobanı, Ümraniye Alemdağ Caddesi ve TEM otoyolu-Fatih Sultan Mehmet Köprüsü ne gidiş istikameti saatlerce tıkandı. Sabah 07.00 de başlayan tıkanıklık, akşam saatlerine kadar sürdü. Bu arada otopark dolunca araçların anayollara park edilmesi yüzünden Medya Market in önünde trafik tıkanıklığı sürdü. --spoiler-- sadece bir gazetenin haberi bu, aksam tvlerde yayınlanan yagma ve kapıları kırma görüntülerini de herkes izlemiştir sanırım. bu durumda polonyalılardan aşağı kalmamışız, çok sükür... izleyemeyenler için türkiye versiyonu ; http://video.milliyet.com.tr/default.asp?id=11343',fiyat
'halkımızın hödö hödö olusundan kaynaklanan ayıptır. adamlar ilk günden yağma edildi, 1gb lık mp3 playerı $5000 e satmak zorunda kalacaklar herhalde.',fiyat
'istanbulda yaşamaya hala alışamamış babamın illa ki ben de gidecem diye tutturduğu yalvara yakara göndermediğim; akşam haberlerinde çıkan rezaleti izledikten sonra babamın verilmiş sadakamış varmış diye yorum yaptığı süper teknolojik ürünler satan; bombalanası kurum.*',urun
'teknosa ve benzeri büyük firmalar tarafından dava edilmesi planlanan teknomarket.',yok
'yaşananlar bizim halkımızın kabahati, özrü, otu boku değildir. her ülkede gelir durumu düşük olan insalar vardır. ve hangi ülkede fiyatlar yarı yarıya indirilse aynısı yaşanır. fakat yaşanacakları bilen ve buna rağmen bunu uygulamaya devam eden firmada kabahat aranmalıdır. firma bunu kasten yapmaktadır. tek amacı bir buzdolabı-bir televizyon uğrunda birbirini öldüren kan revan içindeki insanlardan faydalanıp haber bültenlerinde yer almaktır. düşünün türkiye nin bütün büyük tv kanallarının ana haber bültenlerinde 5 er dakika yer almak için ne kadar reklam ücreti ödersiniz? belki maliyetinin altında televizyon sattılar ama hayvan gibi de reklam yaptılar. sizce kim kazandı? rezil olan bir halk ve susan devlet büyükleri... ayrıca (bkz: reklamın iyisi kötüsü olmaz)',fiyat
'bozuk çıkan ürünleri değiştirmeden aylarca adamı süründüren teknosa nın çanına ot tıkamasını gönülden dilediğim market. zincir olur inşallah. (bkz: her teknosa yanına bir media markt açılması)',urun
'tahminen açılışında yaşanan izdaham yüzünden içeriden bir çok notebook, cep telefonu vs çalınmıştır.',urun
'olay yerine gönderilen polislerin bile alışverişe daldığı sansayonel bilişim marketi.',magaza
'türkiye deki açılışındaki görüntülerin sadece türkiye ve türk insanına özgü olduğunu düşünenler için: http://www.youtube.com/re...earch&v=&uploaded = asıl millete bu zamana kadar bu aletleri çok yüksek kârla satan firmaların ayıplanması lazım. asgari ücretin 419 YTL, 4 kişilik bir ailenin tüketmesi zorunlu olan gıdalar için harcaması gereken tutar yani açlık sınırının 615 YTL olduğu ülkede bu görüntüler normaldir. devlete ödenen yüksek oranda vergileri de unutmamak lazım tabi.',fiyat
'büyük promosyonla gözleri üzerine çevirmiş türkiye piyasasına yeni bir soluk getiren ve rekabeti kızıştırmış olan teknoloji marketi.',fiyat
'gidip görülesi, disaridan izlenesi mekan, nedeni; kapisinda , siyah takim giyinen, kulaklik takan, gözlükü, kel, kütük heriflerden vardir, iceride de tur atarlar. ve kalabalik oldugunda  bekleyin talimat gelsin alicam  derler. ayrica, 3 asker (hepsi rütbeli ama nedir bilemem) selam vererek girmistir, korumalarin torpil yapasi geldi kiyafete. bir an icerdi striptiz mi yapiliyor sanabilir insan ama pahali ürünlerden baska bir halt yok.',fiyat
'utanmadan gazetelere ilan verip ilginize teşekkür ederiz diyen mendeburlar.',reklam
'Adam akıllı tek indirimini nintendo wii de gördüğüm elektronik market. Çantası ve diğer ekipmanları ile birlikte taksitli 599 ytl idi fiyatı.',fiyat
'--spoiler-- gözünü 666 ytl ye diz üstü bürümüşler Bu ay içinde kaç elektro izdiham haberi aldık hatırlayanınız var mı? - Görüyorsunuz literatürümüze elektro izdiham gibi yeni terimler de kazandırıyoruz- Ben hatırlatayım madem. Bu ay ilk haber Bursa dan geldi. Uluslararası elektronik mağazacılık zinciri Electro World, Türkiye deki ilk mağazasını Bursa da açtı. Sonra 25 Eylül de Avrupa da 14 ülkede 470 mağazası olan elektronik marketi zinciri Media Markt, Türkiye deki ilk mağazasını istanbul da açtı. En son Electro World, ikinci mağazasını Konya da açtı. Aslında böyle bakıldığında gayet masumane açılış haberleri. Açılışlar hafızalara öyle bir kazındı ki uzunca bir süre de çıkmayacak. Böyle haberleri hep dışardan duyardık. Ne biliyim ABD de play station kuyrukları, çıkacak olan Harry Potter kitabını geceden beklemeler. Ama yurdum insanı da ABD yi hiç aratmadı maşallah. Ümraniye Media Markt ın önünde geceden kuyruğa girenler, sabaha kadar mağazanın açılmasını bekledi. Sahurunu mağaza önünde yapanlar, bölge trafiğini felç ettiklerinden de habersizlerdi muhtemelen. Gözlerini 666 YTL ye dizüstü, 1.299 YTL ye 106 ekran plazma TV bürümüşler Zaten mağaza açıldıktan kısa bir süre sonra izdiham nedeniyle satışlarını durdurmak zorunda kaldı. Bursa ve istanbul dan sonra Konya da mağaza önünde nöbet vardı. 30 adet dizüstü bilgisayar, 1 dakika içinde satıldı. Tabi bunda günler öncesinden yapılan ve insanları galeyana getiren reklamların etkisini yadsıyamayız. Bu duruma nereden bakma gerek bilmiyorum. Suçu kime atmalı? Tüketim çılgınlığının insanı sürüklediği rezalette mi, yoksa aslında bizler göçebe bir toplumuz, talan kültürü de atalarımızdan miras deyip atalarımıza mı? Hayır ben bu teknoloji çılgınlığını anlamıyorum. Ben mi başka bir ülkede yaşıyorum. Bu ülkenin yarısı bilgisayar mühendisi oldu da benim mi haberim yok!.. Toplumun bilgisayar algısı zaten ya MSN, ya MY SPACE, yada en fazla FACEBOOK işte Bu ucuz laptop izdihamını o yüzden henüz idrak edebilmiş değilim. Hepimiz birer iş adamıyız bütün işlerimizi de internet ve bilgisayar üzerinden görüyoruz ya o yüzden herkese bir laptop şart ingizlice şart geyiğine döndü. Eee hayatımızda bu kadar önemli yer işgal eden alet içinde hani gözümüzü karartıp izdihamlara da gireriz. Yolda yürürken hele de yalnızsanız siz de etrafınızdaki insanlara kulak misafiri olmaz mısınız? Öyle bir kulak misafirliğinden Media Martk yorumu: Abi şaka gibi dimi ama indirim manyak. Düşünsene abi yaaaa 666 YTL ye laltop deli bişiii yaaanii. Ne uğraşcan telefondan msn falan direk wireless bağlantı Sonra ak MSN ortamlarına (Gayet yayık yayık bir ağızla) --spoiler--',fiyat
'haftalik ya da aylik olarak belirli urunlerde indirim yapan, zira bu indirimden kasitm da saglam indirimdir, oyle ucundan koklatmaz, onun disinda digerlerinden farki olmayan, almanya da devasa buyuklukte marketlerinin oldugu, hans bilisim hizmetleri...',fiyat
'elektromarketler arasında en carrefour a benzeyeni. ürün çeşidi bol, müşteri bol, fiyatı yüksek. fiyat arz-talep denkliği bu ve bunun gibi yerlerde sekteye uğruyor hala bulamadığım bir takım sebepler yüzünden. sittinsene alışveriş yapılmayacak bir yer.',fiyat
'mersin forum da karşılaştığım, hayvani boyutlardaki elektromarket. maksat ayağınız alışsın şeklindeki açılışlarında yaptıkları büyük indirimlerle dudak uçuklatmışlardır. amaçlarına da ulaşmışlardır. forum a giren her mersinli doğruca buraya yöneliyor.',fiyat
'ankara optimum outlet te mağaza açacak olan elektronik marketler zinciri. kasiyer aramaya bile başlamışlar : Genel Nitelikler: -En az Lise veya dengi okul mezunu -En az 2 yıl perakende sektöründe Kasa Görevlisi olarak çalışmış -iletişimi ve insan ilişkileri kuvvetli -Esnek çalışma saatlerine uyum sağlayabilen -Analitik düşünebilen-Sorumluluk almayı seven ve stres altında çalışabilen -Askerlikle ilişiği olmayan (Erkek adaylar için) iş Tanımı: -Media Markt mağazasındaki ürünlerin satış sonrası kasa işlemlerinden sorumlu olmak -Müşterinin en hızlı şekilde işlemini gerçekleştirerek, müşteriyi güleryüzlü ve memnun şekilde mağazadan uğurlamak http://web8.kariyer.net/j...nkodu=347474&ilId=002',personel
'ankara optimum outlet te sabah saat 06.00 da acılacak olan büyük teknoloji marketi. alınan duyumlara göre simdiden kuyruk varmış chewezingeer,uludag sozluk haber,ankara *',magaza
'açılışında olacak izdihamdan emin olunduğu için olsa gerek ankara optimum alışveriş merkezinin girişinin polislerce bomba ihbarı titizliğinde çevrilip hazırlıkların yapıldığı teknoloji marketi.',magaza
'optimum için verilen ilanları görünce alınacak hiçbir haltın olmadığına karar verilebilinecek mağazalar zinciri. hele sıraya girmek şöyle bir yana dursun oraya bile gitmek için 2 kere düşünmek lazım. (bkz: rakip eleme)',urun
'almanya da yayinlanan bir reklami: http://video.uludagsozluk.com/v/media-markt-8757/ &feature=related (eleman*: moruk bak bu süüüper ucuz...) sonunda elemanin seslendirdigi almanca ilkokul sarkisi reklamdaki türkleri ve beni yardi.',reklam
'ankara da yarın sabahın köründe etlik forum da açılacak olan zincir.',magaza
'ankarada birçok kişinin gitmek için bir haftadır kondisyon depoladığı teknoloji yuvası. etlik talana hazır olsun.',magaza
'- şimdi reklamlar - evimi sıfırdan düzerken tüm elektronik ihtiyaçlarını gözüm kapalı aldığım dükkancık. ankara/eryaman dan geçiyorsan optimuma mutlaka uğratan bir şey almadan da çıkartmayan mekan. süper mekan. - şimdi reklamlar -',fiyat
