@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'teknoloji market ol iddia edip köşe internet kafe zihniyet yönet gör firma internetten alışveriş yap kredi kart ekstre veya telefon su vs fatura talep ede ilk yer ol tarih geçmiş bahis site ol anla yap çünkü onlar para yatır zaman para doğru kişi git hedefle peki bu şirket neden iste bu belge hiç anlama kendi aşağı mail gönder bak ne ol merhaba alışveriş sonra anlama bir şekil aşağı mail al 21. yüzyıl ve internet üzeri alışveriş bu kadar yaygın bir dönem bu tarz bir uygulama ile insan uğraş zaman kayıp yaşa bir teknoloji market yakışma üstelik bu durum kişi bilgi de ihlal anlam gel bu şekil bir uygulama yerin insan satı alım esna cep telefon gönderi onay kod ile alışveriş yap iki sınıf e-ticaret site örnek al tavsiye eder iste ol belge ek yine de yetinma başka belgele de talep etmen durum çekinma taraf ilet geç umar bu hassasiyet ilgi sipariş ve birkaç gün önce kayser mağaza al ol tv, çamaşır makine ve bulaşık makine de taraf ulaş göster iyi çalışma ',neg
'kalite standart ve iş disiplin kontrol zayıf ol bir şirket 4 yıl önce yap online alışveriş sorun yaşama ( televizyon ) o yüzde tekrar tercih et bu hafta ( perşembe günü ) internet site htc marka bir telefon al al gibi de müşteri hizmet ara ürün stok kapalı kutu ol olma teyit et var pazartesi kargo ver de pazar sabah kontrol için  sipariş  kısım gir   sipariş iptal et ödem hesaba/karta iade et   şekli açıklama gör iptal neden hak bilgi yok bakma haber olma mail felan da atma ara bilgi ver zaten geçmişem. netice itibari ile para iki gün hesap kal ve  işle  ol internet site ürün al iki kere düşün öner (bkz: true story) ',neg
'uzak durul gerek şirket al ürün en geç ertesi gün saat 18:00 e kadar kargo ver de ama 6 gün bekle yok la bi ara şu ders 10dk bekle biz siz dön diye bir cevap al alibaba dan al göz bu kadar arka kalma bu ne ya ',neg
'ben artık çile çıkar şirket yeteeerrr yangın var diye bağır 8 gün ol sipariş vere ara telefon çıkma süre 10 dk oha artık tam beyin ateş çık biri aç sipariş numara veri sorgula biz siz dön 1 gün bekle dönüş yok tekrar ara sipariş numara veri sorgula biz siz dön 1 gün bekle dönüş yok sipariş 1 tane ulaş nihayet ama bir de bak parça eksik hayda ara 10dk sipariş numara veri sorgula biz siz dön 1 gün bekle dönüş yok şimdi de mail at hizmet memnun kal mı diye taşak da geç siz alışveriş yap akıl sıç bu ne amk. ',neg
'al ürün başka şube iade eder para yerin çek vere teknoloji ürün satış yap yer para iade için mutlaka al şube git ',neg
'dün gaflet düş bura bir çanta al uzun bir süre ara sonra saat de 10a gel mütevellit hadi bu al çık diyip çık ama ev gel az biraz deneyim nasıl bakı falan diyince asıl çok büyük ol ve rahat olma fark et bugün şube ara durum anlat iade et iste söyle al de başlık içinde iade geçen entryleri ara bakın asıl biraz korkma da değil ama bak yarın ol hayrola ver para inşallah edit: git ver çanta para da ver oh mis ',neg
'bimeks eşit kurnaz ulan sene ol 2015 , sen hangi akla hizmet müşteri telefon 10 dk bekle böyle bekle sen ara vazgeç mi san ayrıca basit bir soru sor neden yanıtlama ulan hıyarağa sen kurnaz hesap bil da biz tüket hesap bilma mu biz salak mı para sokak mı topla gel sen kuzu kuzu domal ',neg
'online mağaza uzak durul gerek tükkancı. hafta baş veri sipariş 4. gün ol hala gelma 2 gün faturala kargo ver yaz ürün 5. gün gel ve bimeks efendi bir kutu koyma bile tenezzül etma kendi kutu poşede geçir gönder gönder ürün de daha önce aç ürün çıktı daha da çöp alma ',neg
'bi dakka hizmet için hazırla reklam güldür bimeksle kargo konu yaşa sıkıntı düşün reklam yaşa gerçek ol ',neg
'şu an devam ede zeki reklam kampanya genç dans et içinde panpa gibi trend kelime geçen garip reklam genç kitle ulaş san reklam ders nitelik yaş adam mizah yapma risk alan ajans kutla lazım ',pos
'bu firmanin nasil hala batmadigini anlamiyorum. rakip arasinda en it en karanlik magazalara sahip fiyatlari her daim rakip pahali. ınternet subelerinden 1 kere bile alisveris yapamadim cunku hicbir zaman aradigim ur en ucuz oldugu site burasi degildi. velhasil nasil bu kadar sube acip fahis kirali avm lerde kalici ol ilginc. ',neg
'kesin alışveriş yapma gerek firma el olma ürün sat ücret iadesinide 1 ay yap firma ',neg
'#57984703 artık uzak dur firma ',neg
'(bkz: 23 ocak 2016 bimeks-paytrust-algan hukuk rezalet ',neg
'teknosa dan sonra ben için bit bir diğer firma (bkz: 23 ocak 2016 bimeks paytrust algan hukuk rezalet ',neg
'allah bin bela ver al hiçbir şey ekran kırık çık bir samsung led tv, 1. ayın son acayip sesle çıkarma başla bir samsung çamaşır makinası, için sebze sadece 3 gün bozulma tut bir bosch buzdolabı ve yine ayın son süpür makinanın ses bile bastır kadar gıcırda bir elektrik süpürge memnun kalma sadece para öde kadar müşteri muamele yap bipara de sadece bimekste kullan bok bimeks para ertesi gün yükle dair söz ver ol da yüklema alın ürün zam alın müdür mutlaka onay ver söyle rağmen kullanma süre dol ya da al ürün zam sonra yükle ve vaat et hiçbir şey yerin getirma miles&smiles kart indir yap ödem yap sonra söyle ve işlem kesin geri alma müşteri hizmet binbir zahmet ile ulaş ve her seferi talep işlem al de gün hafta siz sonuçsuz bekle ve yine en nihayet bir bok çıkma sorun sebep her mağaza git mutlaka en az bir müşteri çıldır şahit ol fark mağaza bile teknoloji ürün sat bat yürek dile o gün bugün bir usb bellek bile alma aldırma firma müşteri olma üzül ',neg
'(bkz: alma amk şu market alma işte ',neg
'bir kere telefon al iste ama fahiş fiyat gör şaşır oha de çık mağaza o oha sonra da uğrama iyi ki uğrama bak bimeks, para alın kadar mı müşteri say insan eğer öyle yanıl müşteri ürün al sonra sen mağaza alışveriş yapma devam edip etma karar ver bu ticari anlayış nasıl açık dur o mağaza anlama her çıkış bir in var çok sık elektronik eşya/malzeme alan biri semt bile uğrama artık (bkz: 23 ocak 2016 bimeks-paytrust-algan hukuk rezalet ',neg
'şimdi dek bir iki kez alışveriş yap şirket en son bir navigasyon cihaz al ucuz araba takt cihaz çalış ama neden ses çıkma pek sorun etma sonra cihaz kutlu aksesuar topla göz bir not iliş tamir et diye printer çıktı küçük bir not daha önce tamir et büyük ihtimal bir kullan sorun bul iade et cihaz ben sat fiyat düşük ol için hiç iade ile uğraşma gold gibi bu firma da alışveriş yapma ara ekle ',neg
'al iphone nun şarj alet 3 diş ingiliz usul çıktı kaçak göçek mi kıllan adam ',neg
'şöyle bir rezalet imza at sözde kurum şirket herkes okus bir müşteri ne kadar mağdur et tema çalış limit kaldır adam extreme hizmet ver ',neg
'al ürün garanti kendi yolla götür veya kargo gerek mağaza al ürün garanti için bura verma neden sor ise anlaşma olma söyle bir baş ürün alma bu husus söyle ürün fiyat ek bir ücret ile ürün sigortala bu hizmet ver söyle bu bil alışveriş yap gerek sat her ürün böyle mi onu bilema yalnız alma bu da sorun deri yoksa ora kargo bura gönder uğraş dur ',neg
'sinir sahip ol istema uzak dur sözlük şu aralık ayın beri ben yaşa anlat kallavi bir rezalet başlık aç en az 5 sayfa yazı yaz ama insan gibi hala efendi kendi ulaşma çalış çağrı merkezi telefon bile açma la 0850 222 50 22 band kayıt bile girma sadece çal la bari band kayıt gir sadece 1 kere o da aciliyetten ve mecburiyet bura alışveriş yap ilik kadar pişman ',neg
'ben mı öyle gel bilma ama internet site aşırı kullan bimeks marka daha önce hiç duyma ol o kadar kötü bir site görün kesin paralel ithalat uğraş tırt bir firma internet sayfa gez hissi kapıl kapat ne arama fonksiyon doğru düzgün çalış ne sıralama filtre sayfa yavaş açı ya da hiç açma ',neg
'yap kampanya önce fiyat şişir firma ol kendi sabah 09:30 da bak ürün fiyat 1899 tl ol saat 11:19 da bak 1999 tl ol güncel ilk fiyat güncel fiyat anlık fiyat ',neg
'elektro world gibi kusur bi firma bu hale getir anca badem bıyık yakış zaten.elektro world i içeri günü her saat müşteri doluydu.şimdi kendi aptal yüz bomboş mağazaları.eskiden belli bi eğitim seviye ol çok sayı çalış dolu şimdi koca mağaza 2 3 çalış var onlar da bi bok anlamıyo.ürünlerin yarı fiyat yok.çalışanlar el telefon bi kenar bekliyo ',neg
'reklam tv ekran uzak lütfen komik değil kardeş ',neg
'başlık şükela moduna al baş okuma başla okuma olay yazar mağduriyet oku efkar la şua sigara başla yarın da sağlık kontrol git kanser mi diye tanım kendi müşteri mağdur etma ada şirket oluşum ',neg
'xx.xx.xxxx bimeks rezalet neden xx bu 3 sene kadar önce arkadaş elektroworld de bir adet 500gb samsung harici hard disk al 6 ay sonra ben gel   bu hafıza ben yetma 1tb al iste bu da sen vere hem garanti de var  . de hay hay paşa de kafi bir fiyat bu arkadaş hard disk i satı al işte çile o gün başla tam bir tarih verma bu ürün birkaç ay kullan sonra dur dur çalışma başla garanti götür inan mı en ufak bir sorun yaşama ürün aynı değiş ne güzel değil mi değil ürün teslim eder fatura ver yeni ürün al de bir fatura iste ben bir numara ver o numarının fatura yerin geç söyle gayet iyi yeni cihaz da yaklaşık 4-5 ay sonra bozul ben yine sıfır cihaz al ya da para iade al için çocuk gibi şen ama o da ne ürün için para iade yap ancak siz fatura yok gibi bir saçmalık karşılaş durum izah et 100 kere izah et ama yok ne çalış ne o telefon garip ses anlama hoca yapma etma fatura verma la allahsızlar de de olma olma olma ara 2 sene geç belki durum değiş de bugün bir daha ara durum yine aynı telefon garabet ses bişey yapma çünkü fatura olma ben bir kez daha hatırla özet 2 yıl mağdur ',neg
'ilave ücret öde +3 yıl garanti al telefon destek bilişim dene facia servis yolla tertemiz telefon mahvet çanak tut art da yap bir şey yok diye iş içinde sıyır çalış firma (bkz: #58885830) ',neg
'hergün bir rezalate sebep ol isim sol framede kal iste hep birlikte el birlik ile bu şirket üstün bir avuç toprak biz ata iste bimeksden alış ver yap tek tavsiye kesin bimeksin bi rahat bi+3yıl vs hizmet alma en ucuz ora satı bir ürün alın çünkü satınalma sonra al hizmet en ucuz yerin sağla nitelik ',neg
'adam boşuna bipara dağıtmıyor,koskoca site bir kaç tane alacak şey bile zor buldum.hiçbir şey stoğu yok,saçmasapan bin tane şey sat için kurul resmen internet site televizyon dış ürün yelpaze ve stok durum iyi ol tek bir kategori bulma ',neg
'ben göz batma layık bir şirket bugün öğren üzere mağaza satı alın ürün garanti yalnız ilk 6 ay ilgilen daha sonra süre eğer ürün bozul müşteri bizzat kendi götür her aşama takip et ürün bozul onlar bağlama (bkz: bimeks rezalet ',neg
'internet site iki uç da erkek ol usb kablo fiyat web e özel 13.99 tl yerin 7 tl göster bahis konu ürün sepet ekle de sepet bulun 1 ürün bedel 13.50 tl ol göster düpedüz yolma tavuk ara dükkan yavru can sen 13.50 tl yi yaz ora alacak ol zaten al böyle şark kurnaz giriş alacak ol da nah al şimdi gittigidiyor dan küçük esnaf sevin git teşekkür bimeks. ',neg
'kesin uzak durul gerek firma ne sat ürün arka dur ne de müşteri hak gözet yap tek şey nasıl daha fazla kar et diye düşün şöyle ki 28 mart telefon kendi ver * ekran sararma var ekran değişim talep et ve batarya artık dayanma batarya değiş iste biz siz ara de güzel güzel ayrıl ama gün geç ara sor yok ariyim bak ne durum telefon de ara ekran değiş batarya sıkıntı yok diye değişma bi taraf uydur yani ben her ney bugün gelir yarın gelir de cumartesi sayma 20 işgünü dol hala telefon yok ben de ara iade/değişim talep et teknik servis talep ilet 48 saat içeri bilgi alın de kapat telefon 48 saat geç yine ben ara sor yok ben ara bu kez iade/değişim talep reddet ve eski telefon bimekse gönder üzere kargo ver şu an cumartesi sayma 23. işgünü, ki servis cumartesi de belli bir saat kadar çalış say 27. işgünü ol daha yeni kargo ver bu konu hak hukuk arkadaş var eğer ben bilgilen mi ne yapma gerek konu edit: hiçbir şekil şikayetvar.com u takma ',neg
'önce bozuk ürün gönder değişik talep art da aksesuar eksik ve büyük ihtimal kullanılmış/teşhir et ürün gönder müşteri hizmet önce ilgilen de şimdi de ölü taklidi yap çevre bura alışveriş yapma konu her türlü kara propaganda yap ',neg
'bugün bidakka hizmet kullandım.en kötü ihtimal yarın gelir ya da akşam üzeri gelir şaşır diye düşünüyodum ancak 2 saat sonra ürün evimdeydi.gerçekten çok başarı bir hizmet olmuş.yemek söyle gibi bimeksten ürün sipariş ver ',pos
'(bkz: bimeks in ısrar kimlik bilgi sor ',neg
'1-2 gün fiyat araştırma yap sonra beğen yazı hemen hemen her yer aynı fiyat (199 tl) ol görün profilo alışveriş merkezi iş ol için ora şube git ne al belli ol için direkt yazı bölüm git beğen yazı bul fiyat etiket aynen internetteki gibi 199 tl ydi, al ve kasa yönel kasiyer eleman barkodu oku sonra  285 tl  de  yanlış ol bu yazı fiyat 199 tl  de  yanlış yok  de  arkadaş bu yazı fiyat internet site de üzeri etiket de 199 tl  de artiz bir tavır git kabız ol gibi bir surat gel yazı etiket de oku biryerlere,  bu yazı kampanya bit siz ara fark kadar hediye çeki ver  de  o hediye çeki al siz göt sok  dema çünkü ben öyle biri değil sessiz uzak tam bir vakit kayıp ol mağaza özetle uzak duru (edit: profilo alışveriş merkezi şube ile ilgi konuş netice itibari git aynı yazı bir başka mağaza 199 tl ye al ',neg
'daha önce bünye çalış biri ol bu kadar boş bir firma olma fiyat politika ile rakip ol teknosa ile yarışma çalış emin ol önce bindir sonra indir ayak bi para zaten hikaye ibaret +3 yıl hizmet paket sağlık değil bi rahat paket hepsi daha iyi ve ucuz bu de not düş her daim pazarlık müsait bi sistem var örn. teknosa da şu fiyat ora al düşün de fiyat biraz ol düş yarar sağla müşteri el boş çıkma anlayış güdü yeter ki al alış fiyat dahi ürün sat önem ol zor müşteri oyna ',neg
'müşteri asla ilgilenma onlar sorun çözma müşteri düşman bir firma şöyle ki internet mağaza logitech marka g500s bir mouse al 1 sene sonra mouse bozul mouse ı teknik servis ol penta bilgisayar a kendi götürma gerek söylen her ney de mouse ı al yer daha hızlı ol git gel ve sorun hemen çöz penta bilgisayar mouse ı incele ve önce değişim stok da olma için iade karar ver teknik servis gönder iade çıktı screenshot ını iş yer en yakın bimeks ol tepe nautilus mağaza götür ve internet mağaza üzeri al için iade işlem 3 gün içinde kart yap söylen daha sonra iade işlem 1 hafta içinde de yapma bimeks i ara ve iade gerçeklema söyle onlar da getir ekran görüntü resmi bir belge olma ve tekrar teknik servis belge alma gerek söyle her ney sakin kal çünkü penta da sürekli bimeks e iade işlem var ve adam bu görüntü yet bilma ben onu verma git penta bilgisayar dan bu konu iade çık dair resmi bir yazı al bu bu sefer ev en yakın bimeks ol metrocity avm dek götür elim resmi karar merkez yolla fakat o da ne bimeks tepe nautilus tan iade gerçekle söyle 1 ay iade için uğraş 85 lira da üstün yatma kalkan bir firma işte bimeks, bili de ona göre alışveriş yapma edit: ara 4 gün geç bu para üstün yat firma hala ses yok işte müşteri memnuniyet edit 2: 2 ay son hak ol 85 lira al zor dost zor ',neg
