@RELATION firma
@ATTRIBUTE text  String
@ATTRIBUTE firmaxox   {bimeks,istBilisim,mediaMarkt,teknosa,vatanBilgisayar,yok}
@Data
'istanbulda yaşamaya hala alışamamış babamın illa ki ben de gidecem diye tutturduğu yalvara yakara göndermediğim; akşam haberlerinde çıkan rezaleti izledikten sonra babamın verilmiş sadakamış varmış diye yorum yaptığı süper teknolojik ürünler satan; bombalanası kurum.*',yok
'teknosa ve benzeri büyük firmalar tarafından dava edilmesi planlanan teknomarket.',teknosa
'yaşananlar bizim halkımızın kabahati, özrü, otu boku değildir. her ülkede gelir durumu düşük olan insalar vardır. ve hangi ülkede fiyatlar yarı yarıya indirilse aynısı yaşanır. fakat yaşanacakları bilen ve buna rağmen bunu uygulamaya devam eden firmada kabahat aranmalıdır. firma bunu kasten yapmaktadır. tek amacı bir buzdolabı-bir televizyon uğrunda birbirini öldüren kan revan içindeki insanlardan faydalanıp haber bültenlerinde yer almaktır. düşünün türkiye nin bütün büyük tv kanallarının ana haber bültenlerinde 5 er dakika yer almak için ne kadar reklam ücreti ödersiniz? belki maliyetinin altında televizyon sattılar ama hayvan gibi de reklam yaptılar. sizce kim kazandı? rezil olan bir halk ve susan devlet büyükleri... ayrıca (bkz: reklamın iyisi kötüsü olmaz)',yok
'bozuk çıkan ürünleri değiştirmeden aylarca adamı süründüren teknosa nın çanına ot tıkamasını gönülden dilediğim market. zincir olur inşallah. (bkz: her teknosa yanına bir media markt açılması)',mediaMarkt
'tahminen açılışında yaşanan izdaham yüzünden içeriden bir çok notebook, cep telefonu vs çalınmıştır.',yok
'olay yerine gönderilen polislerin bile alışverişe daldığı sansayonel bilişim marketi.',yok
'türkiye deki açılışındaki görüntülerin sadece türkiye ve türk insanına özgü olduğunu düşünenler için: http://www.youtube.com/re...earch&v=&uploaded = asıl millete bu zamana kadar bu aletleri çok yüksek kârla satan firmaların ayıplanması lazım. asgari ücretin 419 YTL, 4 kişilik bir ailenin tüketmesi zorunlu olan gıdalar için harcaması gereken tutar yani açlık sınırının 615 YTL olduğu ülkede bu görüntüler normaldir. devlete ödenen yüksek oranda vergileri de unutmamak lazım tabi.',yok
'büyük promosyonla gözleri üzerine çevirmiş türkiye piyasasına yeni bir soluk getiren ve rekabeti kızıştırmış olan teknoloji marketi.',yok
'gidip görülesi, disaridan izlenesi mekan, nedeni; kapisinda , siyah takim giyinen, kulaklik takan, gözlükü, kel, kütük heriflerden vardir, iceride de tur atarlar. ve kalabalik oldugunda  bekleyin talimat gelsin alicam  derler. ayrica, 3 asker (hepsi rütbeli ama nedir bilemem) selam vererek girmistir, korumalarin torpil yapasi geldi kiyafete. bir an icerdi striptiz mi yapiliyor sanabilir insan ama pahali ürünlerden baska bir halt yok.',yok
'utanmadan gazetelere ilan verip ilginize teşekkür ederiz diyen mendeburlar.',yok
'Adam akıllı tek indirimini nintendo wii de gördüğüm elektronik market. Çantası ve diğer ekipmanları ile birlikte taksitli 599 ytl idi fiyatı.',yok
'elektromarketler arasında en carrefour a benzeyeni. ürün çeşidi bol, müşteri bol, fiyatı yüksek. fiyat arz-talep denkliği bu ve bunun gibi yerlerde sekteye uğruyor hala bulamadığım bir takım sebepler yüzünden. sittinsene alışveriş yapılmayacak bir yer.',yok
'mersin forum da karşılaştığım, hayvani boyutlardaki elektromarket. maksat ayağınız alışsın şeklindeki açılışlarında yaptıkları büyük indirimlerle dudak uçuklatmışlardır. amaçlarına da ulaşmışlardır. forum a giren her mersinli doğruca buraya yöneliyor.',yok
'ankara optimum outlet te mağaza açacak olan elektronik marketler zinciri. kasiyer aramaya bile başlamışlar : Genel Nitelikler: -En az Lise veya dengi okul mezunu -En az 2 yıl perakende sektöründe Kasa Görevlisi olarak çalışmış -iletişimi ve insan ilişkileri kuvvetli -Esnek çalışma saatlerine uyum sağlayabilen -Analitik düşünebilen-Sorumluluk almayı seven ve stres altında çalışabilen -Askerlikle ilişiği olmayan (Erkek adaylar için) iş Tanımı: -Media Markt mağazasındaki ürünlerin satış sonrası kasa işlemlerinden sorumlu olmak -Müşterinin en hızlı şekilde işlemini gerçekleştirerek, müşteriyi güleryüzlü ve memnun şekilde mağazadan uğurlamak http://web8.kariyer.net/j...nkodu=347474&ilId=002',mediaMarkt
'ankara optimum outlet te sabah saat 06.00 da acılacak olan büyük teknoloji marketi. alınan duyumlara göre simdiden kuyruk varmış chewezingeer,uludag sozluk haber,ankara *',yok
'açılışında olacak izdihamdan emin olunduğu için olsa gerek ankara optimum alışveriş merkezinin girişinin polislerce bomba ihbarı titizliğinde çevrilip hazırlıkların yapıldığı teknoloji marketi.',yok
'optimum için verilen ilanları görünce alınacak hiçbir haltın olmadığına karar verilebilinecek mağazalar zinciri. hele sıraya girmek şöyle bir yana dursun oraya bile gitmek için 2 kere düşünmek lazım. (bkz: rakip eleme)',yok
'almanya da yayinlanan bir reklami: http://video.uludagsozluk.com/v/media-markt-8757/ &feature=related (eleman*: moruk bak bu süüüper ucuz...) sonunda elemanin seslendirdigi almanca ilkokul sarkisi reklamdaki türkleri ve beni yardi.',mediaMarkt
'ankara da yarın sabahın köründe etlik forum da açılacak olan zincir.',yok
'ankarada birçok kişinin gitmek için bir haftadır kondisyon depoladığı teknoloji yuvası. etlik talana hazır olsun.',yok
'- şimdi reklamlar - evimi sıfırdan düzerken tüm elektronik ihtiyaçlarını gözüm kapalı aldığım dükkancık. ankara/eryaman dan geçiyorsan optimuma mutlaka uğratan bir şey almadan da çıkartmayan mekan. süper mekan. - şimdi reklamlar -',yok
'ilginç reklamlarıyla göze batan teknoloji mağazası. etlik forum avm deki mağazalarının açılışı için yaptıkları reklam afişlerinde, ilanlarında, insertlerinde vs... bir karakter göze batıyor. karakterimizin boynunda altın bir zincir var, üzerinde atlet, göğüs kısmı terden ıslanmış, ellerinde alışveriş poşetleri ve haşin bir bakışla poz vermiş. bu adam türk halkını temsil ediyor. peki neden ? adamlar şunun farkında ki teknolojisi eskimiş, eski ürünleri, damping gibi gösterip bir açılışta bir saat içinde bu tip insanlara satabiliyoruz. nasılsa hiçbir şeyin araştırmasını yapmıyorlar, sormuyorlar, soruşturmuyorlar. ucuz mu ? onlar için yeterli. içerideki müşterilere bir kaç soru sorulduğunda durumun vehameti daha da ortaya çıkıyor. elinde tuttuğu divx playerın ne işe yaradığını bilmeyen bir adam, ucuz diye alıyor. silk epil ucuz, onu da deneyen bir adam. yani sömürü. insanımız da buna ön ayak oluyor tabi, asıl suç onlarda. son olarak şu billboardda ne demek istediklerin anlayan varsa, lütfen bana da anlatsın. : http://bp0.blogger.com/__...t4-s/s1600-h/DSCN4665.JPG +',yok
'sony nin 4 gb lık mp3 ünü 199 liraya bulabileceginiz dükkan. aynı ürün teknosa da 299 ytl. (bkz: reklamları dinlediniz) (bkz: media markt vs teknosa)',mediaMarkt
'(bkz: media markt)',mediaMarkt
'özünde alman kuruluşu olan teknoloji hipermarketi kıvamında şirkettir. Geçtiğimiz yıllarda ilk şubesini istanbulda olayli görüntülerle, teknotürklerin hizmetine sunmuş olan bu firmanin yeni şubelerini nerelere açacağı ise merak konusudur. (bkz: yavaş olun herkese yetecek plazmamiz var)',mediaMarkt
'29 ytl ye 2 gb radyolu mp3 çalarların bulunduğu hede.',yok
'Yakında bursada Avrupa nın en büyük elektronik mağazasını açacak firma.',yok
'yavuz bingölün eşref saati karakteri ile duvarları süsleyen    gel ulenn   tarzında reklam veren teknosa nın yandan yemişi yer.',teknosa
'almanyadan 50 euroya satip trde ayni mali 50 milyona sataraktan, yurt disinda alisveris yapanlarin ebesini siken market.',yok
'hemen yanındaki turkcell bayisinin 830ytl fiyat koyduğu nokia n78 telefonunu 589ytl ye alabildiğim dev mağaza. not: bu entryde anlatılanlar 2 ay önce gerçekleşti. edit: gün itibariyle optimum adlı alışveriş merkezindeki media markt kontrol edildi ve adı geçen telefon 650ytl bulundu. ben bu işe akıl sır erdiremedim.',mediaMarkt
'hala web sitesinden satış yapmayan gerizekalı elektronik mağzalar zinciri. eften püften bilgisayar mağazaları bile web sitesinden alışveriş imkanı veriyor bu devirde.',yok
'bursa daki mağazası için, bilboardlara yavuz bingöl ün eşref saat modundaki görüntülerini vermiş, satürn ile birlikte avrupa nın en büyük teknoloji marketlerinden. amma velakin, çok önceleri, ismini bilmediğim bir alman tiyatro sanatçısı tarafından almanya da, aynı reklam, hem de daha profesyonel bir biçimde gerçekleştirilmiştir. bir de taklitçi olmasak! aynı zamanda da, bursa daki mağazalarını gecenin bir körü olan 00.00 da açmışlardır. allah müşterilerini daim etsin.',mediaMarkt
'bir süre önce almış olduğum ve memnun kalmadığım telefonu sorgusuz sualsiz geri alarak kendini sevdiren elektronikçi amca...',yok
'o kadar reklam yapıp o kadar market açan eloktronik devi. okadar devki internet sitesi blogspotta yapılsa daha güzel olur. bir tane ürünün fiyatını göremezsiniz. aha da linki http://www.mediamarkt.com.tr/',mediaMarkt
'yurdum insanının nasıl da elektronik ürüne aç olduğunu gösteren kuruluş olmuştur. (bkz: ayranı yok içmeye)',yok
'türkiye ortağı için; (bkz: esas holding)',yok
'web sitesinden satış yapmayı bırakın, telefonda fiyat dahi vermemektedirler. Bir çok eski iş arkadaşım şu anda bu mağazada görev yapmaktadır ve bu politikalarının sebebi çok açık. o kadar fazla yatırım yaparak mağazalar açıyorlar ki, netten satış yapmak ve onun lojistiğiyle uğraşmak, hem zaman kaybı olacak hem de kar marjı olarak onlara çok fazla şey katmayacak. Bu tip mağazacılığın temel amacı müşteriyi mağazaya çekmek ve gerçekten de uygun olan fiyatlarıyla temel satışın yanında, tamamlayıcı ürünler dediğimiz yan ürünleri de satabilmek. telefonda fiyat dahi vermemek ne demek? bu dezavantaj gibi görünüyor dışarıdan bakıldığında fakat inanılmaz bir altyapı ve özgüvenin neticesidir bu. müşteri alacağı ürünü her yerde araştırma fırsatı buluyor ama media markt fiyatını öğrenmek için mağazaya gitmek zorunda. ve gittiğinde zaten satış büyük olasıkla gerçekleşmiş oluyor. bu hem personelin aldığı eğitim hem de telefon, internet siparişi vs gibi şeylerle uğraşmamasından arda kalan zamanın neticesi. Personelin bilgisine kesinlikle önem veriyorlar ve belli periyodlarla yenileme, kontrol gibi denetimlerden geçiriyorlar. Ayrıca çalışan personeller için günümüz şartlarına göre hem çalışma saatleri, hem sosyal imkanları hem de maddi getirisi oldukça iyi bir marka. Kendileri zamanında bana iş teklifi yapmış olup (#3950866) nolu entry den sebep işe girememişliğim vardır. Lanet olsun içimdeki espi sevgisine.. *',mediaMarkt
'Türkiye de önümüzdeki 10 yıl içerisinde yılda 10, toplamda 100 mağaza açmayı hedefleyen ve bu hedefiyle ülkemizde bayiciliği bitirmeyi planlayan teknolojik ürün perakende zinciri. Bunun ekonomimize zararı olduğunu düşünen olsa da, adamlar organize bir şekilde satıcıya verdiği büyük alım garantisi yoluyla müşteriye düşük fiyat sağlayarak,mağaza optimizasyonu yapıp bayi ağı masrafından yırtarak, yetişmiş iş gücü ve sağlam altyapı ile mahallenizin arçelik bayiinden daha iyi hizmet vermeyi garantiliyorlar. Bunu da Türklere ve türkiye ye gıcık oldukları için yapmıyorlar. Avusturya da media markt ın piyasayaı girmesini takip eden birkaç sene içerisinde media markt ve benzerleri dışındaki beyaz eşya mağazacılığı ölmüş, büyük markalar kendi bayilerini açmak yerine media markt tan satış reyonu kiralar hale gelmiştir. Media markt tüm dünyadaki büyüme planlarını ertelerken Türkiye yi ayrı tutup ülkemizde büyüme planlarını korumaya gayret ediyormuş. Ancak; ülkemizi teğet geçen ve aslında  söylentiden ibaret  olan krizin bir sonucu olarak Media Markt ın stratejisi gereği kiracısı olmayı tercih ettiği büyük alışveriş merkezleri projelerinin ertelenmesi ya da duraklaması, bu planlarını sekteye uğratacak gibi görünüyor.',mediaMarkt
'Oyun bölümünde koydukları playstation 2 sayesinde arkadaşlarla her avm ye gittigimizde bir kez tekken oynamamızı saglayan süpersonik teknoloji magazası. Hele arada bazı ürünlerde promosyon oluyor. işte o zaman cok ucuza gayet kaliteli ürünler alabilirsiniz.',yok
'82 ekran vestel lcd bayisinde 850 ytl iken media markt optimum şubesinde 899 ytl olduğunu görünce buraya boşu boşuna gelmişim ya dediğim yerdir.Fiyatlarının teknosa bimeks gibi mağazalardan farkının olmadığını anladığım yerdir aynı zamanda.',bimeks
'5 liraya aldığım kopya oyun cebimdeyken girdiğimde, aynı oyunun orjinalinin 9 liraya satıldığını gördüğüm mağaza.',yok
'1979 yılında kurulmuştur.',yok
'Tek eksiği ürünlerini tanıtan ve online sipraiş imkanı sunan bir internet sitesinin olmayışıdır. ürünleri kalite iyisi ve ucuzdur.',yok
'son derece kullanışsız bir web sitesine sahipmiş bugün bunu gördük efendim...ya ben çok salağım bulamadım ya da bunlar kulaklık satmıyor.',yok
'insanı kendinden soğutan radyo reklamı vardır şu aralar çok sık dönmektedir,durdurun yeter.',yok
'30. yıl şerefine * çılgından da öte indirimlere başlamış teknoloji marketi.',yok
'sağa sola insanların kafaları yerine hayvan kafaları yerleştirerek çeşitli esprilerle reklamlar oluşturmuş teknoloji marketidir.*',yok
'hiç de ucuz olmayan teknoloji hipermarketler zinciri. diğerleriyle tek farkı aynı üründen aynı rafta 10 tane yan yana olmasıdır.',yok
'kuş beyinli, kaz kafalı, koyunlu, sazanlı reklam afişleriyle şu sıralar çok konuşulan tekno-market. (bkz: reklamın iyisi kötüsü olmaz)',yok
'28 ekimde izmir/balçova da şubesi açılacak olan teknoloji cennetidir.Ne kadar millet birbirini parçalayacak olsada o indirimler bencede kaçmaz. Ürünler bazı yerlerdekinden daha az çeşitli olmasına karşın fiyatlar oldukça uygundur.açılış gününde rekor bir indirim olacağı bilgisi şimdiden yayılmış durumda',yok
'play station 2 nin fiyatını 199 tl ye indiren elektronik marketler zinciri.',yok
'arkadaşımın izmir şubesi açılırken akşam 7 den sabah 6 ya kadar kapısında beklediği, hepimizin   bırak oğlum değer mi bir pc için  diye dalga geçmesinden sonra çocuğun elinde , hepimizin ağzının suyunu akıtan bir kasa ile gelmesi ile bizi göt eden tekno-market.',yok
'peşinde ucuz, ancak çok az karta peşin fiyatına taksit yaparak vade farkında rakiplerinden pahalı rakamlara satış yapan teknoloji marketi.',yok
'kimi ürünün piyasadan ucuz kimi ürünün de piyasadan pahalı olduğu teknoloji marketi..',yok
'binası son derece teknolojik olarak donatılmışken raflardaki fiyat etiketlerinin elle yazılması ilginçtir. bazı ürünler ciddi olarak ucuzken diğerleri piyasa fiyatı civarındadır. seçenek, çeşit boldur. interneten fiyat vermemelerinin bir sebebi olmalı. belki takip için insanlar süreklli mağazaya gelsin istiyorlardır. bu metro ag bir şeyi durup dururken yapmaz.',mediaMarkt
'çoğu ürün (fotoğraf makineleri gibi) stand yanlarında sepetlerin içerisinde almaya hazır şekilde duruyor, bunun ne artısı var? şöyle ki diğer marketlerdeki gibi şunu alacaktım diye reyon görevlisi peşinde koştumuyorsunuz, özellikle teknosada müşteriden çok görevlinin olduğunu görüp bu görevlilerin hepsinin yardımcı olmak yerine mağazanın içerisinde bir o yana bir bu yana boş boş turladığına sık sık şahit oluyorsanız media markt ın bu özelliğinin akıllıca olduğunu da görebiliyorsunuz. kendisi varken teknosa gibi marketlere artık itibar edilmemelidir*.',mediaMarkt
'gözümden düşen market. meydan avm şubesinden çıkarken öttüm diye gayet kabaca üzerimi aramaları, direkt hırsız muamelesi yapmaları afallamama sebep olmuştur. görevlerini yapıyorlar diye anlayış gösterdiğime pişman edip, o öten aletlerde sorun olabileceğini düşünmeden müşterilerine bu şekilde davranmaları çok üzücüydü. daha da gitmem.',yok
